    11.00    0.3500
    13.00    0.3500
    14.00    0.3550
    16.00    0.3500
    23.00    0.3410
    27.80    0.3340
    28.00    0.3390
    32.80    0.3300
    36.00    0.3200
    36.00    0.3250
    37.00    0.3100
    37.50    0.3200
    39.50    0.3080
    39.50    0.3160
    42.00    0.3020
    42.10    0.2800
    44.00    0.2800
    44.00    0.2880
    45.00    0.2820
    47.00    0.2520
    47.00    0.2700
    48.00    0.2500
    48.80    0.2420
    50.00    0.2300
    50.00    0.2400
    51.00    0.2200
    51.20    0.2380
    52.00    0.2050
    53.00    0.2060
    54.00    0.2120
    54.00    0.1880
    55.40    0.2000
    55.80    0.1760
    56.00    0.1880
    58.50    0.1640
    60.00    0.1700
    60.50    0.1780
    62.00    0.1600
    62.00    0.1500
    64.00    0.1550
    65.00    0.1450
    66.00    0.1600
    67.00    0.1400
    68.40    0.1340
    68.50    0.1460
    70.00    0.1380
    74.00    0.1340
    77.00    0.1260
    79.00    0.1240
    84.00    0.1190
    89.00    0.1140
    94.00    0.1000
   104.00    0.1050
