    25.60    0.2960
    30.40    0.2760
    31.80    0.2750
    31.00    0.2640
    35.60    0.2560
    36.40    0.2500
    40.40    0.2280
    39.60    0.2260
    37.50    0.2260
    42.50    0.2040
    44.00    0.2030
    42.50    0.2000
    45.20    0.1850
    46.60    0.1820
    47.40    0.1740
    49.40    0.1730
    49.00    0.1680
    50.40    0.1610
    52.00    0.1560
    52.00    0.1520
    52.00    0.1480
    53.60    0.1450
    54.50    0.1380
    53.60    0.1360
    54.80    0.1340
    56.20    0.1280
    55.00    0.1280
    58.00    0.1240
    56.50    0.1210
    57.80    0.1200
    59.40    0.1160
    59.40    0.1140
    59.00    0.1140
    63.00    0.1090
    62.20    0.1080
    61.80    0.1050
    65.40    0.1020
    64.50    0.1000
    65.00    0.0990
    69.00    0.0980
    68.00    0.0940
    67.50    0.0940
    72.50    0.0920
    71.20    0.0910
    70.80    0.0900
    75.00    0.0880
    76.80    0.0860
    76.60    0.0850
    81.00    0.0830
    83.50    0.0800
    91.00    0.0790
