    10.00    0.4900
    10.00    0.4970
    10.00    0.4720
    11.00    0.4790
    13.00    0.4800
    13.00    0.4870
    25.00    0.4710
    25.00    0.4790
    27.00    0.4700
    27.00    0.4760
    28.00    0.4890
    28.00    0.4970
    34.00    0.4620
    35.00    0.4670
    48.00    0.4560
    50.00    0.4640
    60.00    0.4560
    64.00    0.4890
    75.00    0.4520
    77.00    0.4610
    80.00    0.4440
    80.00    0.4530
    82.00    0.4670
    90.00    0.4460
    90.00    0.4570
   100.00    0.4620
   110.00    0.4460
   115.00    0.4330
   120.00    0.4540
   130.00    0.4540
   130.00    0.4600
   150.00    0.4430
   150.00    0.4490
   170.00    0.4350
   170.00    0.4520
   210.00    0.4140
   210.00    0.4340
   230.00    0.4610
   235.00    0.4410
   240.00    0.4270
   240.00    0.4490
   250.00    0.4170
   260.00    0.4420
   270.00    0.4090
   270.00    0.4460
   990.00    0.3390
   990.00    0.3480
  1000.00    0.3590
  2000.00    0.2540
  2000.00    0.2660
  2100.00    0.2790
  5000.00    0.1700
  5000.00    0.1790
  5100.00    0.1930
 10000.00    0.1640
 10000.00    0.1840
 10100.00    0.1720
 15300.00    0.1620
 15600.00    0.1550
 16000.00    0.1460
