     3.40    0.4340
     3.60    0.4350
     4.80    0.4230
    28.00    0.4340
    32.00    0.4270
    34.00    0.4230
    38.00    0.4200
    44.00    0.4230
    45.00    0.4160
    54.00    0.4230
    65.00    0.4130
    68.00    0.4150
   100.00    0.4130
   120.00    0.4130
   130.00    0.4060
   145.00    0.3980
   155.00    0.4000
   160.00    0.3960
   170.00    0.3960
   200.00    0.3920
   220.00    0.3860
   240.00    0.3940
   250.00    0.3880
   260.00    0.3900
   320.00    0.3690
   340.00    0.3750
   340.00    0.3660
   365.00    0.3610
   370.00    0.3680
   400.00    0.3650
   470.00    0.3490
   480.00    0.3580
   500.00    0.3410
   500.00    0.3340
   520.00    0.3450
   520.00    0.3530
  1000.00    0.2950
  1000.00    0.2880
  1050.00    0.3000
  2000.00    0.2740
  2000.00    0.2660
  2000.00    0.2650
  4800.00    0.2180
  4900.00    0.2260
  9900.00    0.2150
 10000.00    0.2230
 16000.00    0.2220
 16000.00    0.2130
