     1.00    0.2000
    38.00    0.1870
    39.00    0.1870
    41.00    0.1810
    42.00    0.1900
    46.00    0.1870
    47.00    0.1850
    47.00    0.1860
    48.00    0.1790
    51.00    0.1820
    52.00    0.1850
    52.00    0.1650
    52.00    0.1780
    53.00    0.1730
    53.00    0.1780
    55.00    0.1720
    56.00    0.1700
    58.00    0.1770
    60.00    0.1540
    61.00    0.1720
    61.00    0.1740
    61.00    0.1650
    64.00    0.1630
    67.00    0.1680
    68.00    0.1630
    68.00    0.1490
    68.00    0.1560
    71.00    0.1560
    72.00    0.1480
    73.00    0.1660
    73.00    0.1540
    75.00    0.1440
    76.00    0.1550
    76.00    0.1520
    81.00    0.1520
    86.00    0.1520
   105.00    0.1420
   105.00    0.1440
   119.00    0.1400
   121.00    0.1370
   187.00    0.1360
   265.00    0.1210
   349.00    0.1110
   425.00    0.1200
   469.00    0.1090
   740.00    0.1130
