    20.00    0.2700
    24.30    0.2660
    27.50    0.2650
    29.58    0.2530
    23.75    0.2670
    23.65    0.2410
    34.17    0.2430
    36.60    0.2470
    40.00    0.2520
    36.65    0.2060
    37.33    0.2280
    38.33    0.2310
    41.25    0.2140
    41.83    0.2010
    42.92    0.1980
    43.00    0.1890
    44.50    0.1940
    45.66    0.2050
    43.75    0.1560
    46.83    0.1560
    48.33    0.1650
    46.67    0.1760
    45.83    0.1800
    48.33    0.1810
    49.25    0.1940
    50.83    0.1390
    54.17    0.1640
    55.08    0.1390
    57.25    0.1560
    52.92    0.1080
    55.83    0.1290
    58.33    0.1260
    58.75    0.1310
    61.00    0.1430
    54.16    0.1010
    55.08    0.0970
    56.42    0.1040
    57.25    0.1070
    58.92    0.1190
    61.67    0.1250
    63.75    0.1400
    60.00    0.0880
    60.67    0.0970
    61.83    0.1040
    63.33    0.1050
    65.00    0.1050
    66.25    0.1140
    67.92    0.1230
    62.08    0.0930
    63.17    0.0890
    65.00    0.1010
    67.83    0.1090
    70.00    0.1140
    66.67    0.0830
    67.08    0.0890
    67.92    0.0930
    72.66    0.1090
    68.83    0.0890
    68.33    0.0820
    69.17    0.0840
    70.33    0.0910
    71.25    0.0970
    72.58    0.1010
    71.25    0.0640
    73.67    0.0800
    76.50    0.0720
    78.33    0.0770
    78.33    0.0840
    77.50    0.0910
    79.17    0.0920
    79.25    0.1020
    78.50    0.0640
    80.00    0.0670
    80.83    0.0590
    79.50    0.0760
    81.08    0.0900
    81.67    0.1010
    83.75    0.1000
    87.83    0.0880
    87.17    0.0870
    87.25    0.0790
    87.17    0.0720
    87.67    0.0630
    88.33    0.0670
    89.67    0.0610
    89.83    0.0670
    91.08    0.0750
    92.50    0.0750
    94.17    0.0720
