     1.0     0.2264
     4.5     0.2227
    24.60    0.2118
    30.70    0.2050
    32.00    0.2064
    32.00    0.1875
    34.70    0.2000
    34.80    0.1925
    35.10    0.1964
    35.10    0.1821
    36.20    0.1704
    38.40    0.1757
    39.60    0.1751
    40.00    0.1696
    44.50    0.1536
    44.70    0.1600
    45.00    0.1357
    45.60    0.1457
    46.90    0.1396
    48.20    0.1361
    48.20    0.1143
    50.00    0.1232
    50.40    0.1457
    52.40    0.1243
    52.70    0.1339
    55.20    0.1100
    55.40    0.1232
    58.00    0.1096
    58.20    0.1054
    59.60    0.1036
    61.10    0.0911
    61.80    0.1054
    65.80    0.0814
    65.80    0.0743
    66.10    0.0893
    67.50    0.0750
    70.20    0.0768
    70.80    0.0643
    71.90    0.0780
    72.00    0.0680
    75.00    0.0625
    76.80    0.0636
    78.90    0.0750
    81.00    0.0500
    82.30    0.0518
    85.10    0.0518
    86.00    0.0632
    88.00    0.0614
    92.10    0.0357
    92.60    0.0510
    95.30    0.0357
    97.00    0.0500
    98.10    0.0464
    99.00    0.0489
   104.80    0.0396
   105.70    0.0382
   108.80    0.0232
   109.30    0.0396
   110.00    0.0350
   115.80    0.0218

