     3.50    0.4600
     3.50    0.4720
     4.20    0.4750
    11.50    0.4750
    14.00    0.4760
    15.00    0.4620
    20.00    0.4570
    21.00    0.4570
    25.00    0.4670
    37.00    0.4610
    40.00    0.4610
    47.00    0.4510
    75.00    0.4440
    82.00    0.4450
    85.00    0.4510
   130.00    0.4290
   145.00    0.4290
   155.00    0.4350
   180.00    0.4210
   200.00    0.4210
   225.00    0.4260
   225.00    0.4130
   225.00    0.4200
   240.00    0.4190
   320.00    0.3970
   340.00    0.4050
   350.00    0.3970
   370.00    0.3970
   370.00    0.3890
   400.00    0.4040
   450.00    0.3900
   470.00    0.3800
   500.00    0.3950
   500.00    0.3872
   515.00    0.3810
   520.00    0.3900
  1000.00    0.3400
  1000.00    0.3480
  1100.00    0.3430
  2000.00    0.3160
  2000.00    0.3100
  2000.00    0.3050
  5000.00    0.2750
  5000.00    0.2670
  5000.00    0.2600
 10000.00    0.2620
 10000.00    0.2680
 15000.00    0.2540
 15000.00    0.2640
