    14.30    0.3220
    16.40    0.3220
    18.00    0.3210
    19.30    0.3200
    20.30    0.3170
    22.20    0.2950
    23.80    0.2590
    25.20    0.2220
    26.20    0.2030
    27.60    0.1820
    28.40    0.1690
    29.10    0.1610
    29.70    0.1550
    31.00    0.1360
    32.40    0.1270
    33.00    0.1200
    33.60    0.1140
    34.30    0.1100
    36.80    0.0960
    38.20    0.0920
    39.40    0.0890
    42.30    0.0830
    43.80    0.0790
    45.40    0.0770
    44.70    0.0770
    45.90    0.0760
    46.70    0.0760
    14.70    0.3240
    16.70    0.3240
    18.20    0.3240
    19.50    0.3230
    24.50    0.2330
    25.30    0.2100
    26.30    0.1880
    27.00    0.1750
    27.50    0.1660
    27.90    0.1590
    29.30    0.1380
    30.30    0.1270
    31.30    0.1230
    31.60    0.1190
    32.20    0.1140
    34.40    0.1000
    35.90    0.0940
    37.00    0.0910
    39.90    0.0840
    41.60    0.0810
    42.50    0.0800
    43.10    0.0790
    43.50    0.0790
    43.80    0.0790
    12.90    0.3280
    14.10    0.3280
    15.20    0.3280
    16.20    0.3270
    17.10    0.3260
    18.70    0.3240
    20.70    0.3080
    22.70    0.2440
    23.80    0.2130
    25.20    0.1880
    26.10    0.1750
    26.70    0.1650
    27.10    0.1590
    28.80    0.1390
    30.00    0.1290
    30.60    0.1230
    31.10    0.1180
    31.60    0.1140
    33.40    0.1020
    34.50    0.0960
    35.40    0.0920
    37.40    0.0860
    38.60    0.0850
    39.60    0.0840
    40.30    0.0830
    40.90    0.0820
    41.30    0.0810
    12.90    0.3250
    13.70    0.3250
    14.40    0.3250
    15.10    0.3240
    15.90    0.3230
    17.50    0.3210
    19.40    0.3100
    22.40    0.2610
    23.90    0.2280
    25.80    0.1980
    26.80    0.1840
    27.40    0.1750
    27.80    0.1670
    29.30    0.1450
    30.40    0.1350
    30.80    0.1280
    31.30    0.1230
    31.60    0.1190
    33.30    0.1070
    34.40    0.1010
    35.30    0.0970
    37.30    0.0890
    38.60    0.0850
    39.70    0.0840
    40.60    0.0830
    41.20    0.0820
    41.60    0.0810
    12.00    0.3230
    12.70    0.3230
    13.30    0.3230
    13.90    0.3220
    14.30    0.3220
    15.50    0.3210
    17.00    0.3170
    19.50    0.2980
    20.80    0.2560
    22.40    0.2190
    23.40    0.2030
    24.10    0.1910
    24.50    0.1810
    26.30    0.1530
    27.60    0.1430
    28.20    0.1360
    28.80    0.1310
    29.30    0.1270
    31.10    0.1140
    32.30    0.1080
    33.20    0.1040
    35.30    0.0960
    36.60    0.0910
    37.70    0.0890
    38.50    0.0870
    39.20    0.0850
    39.60    0.0840
