     1.00    0.4415
     5.00    0.4410
    10.00    0.4400
    15.00    0.4395
    20.00    0.4390
    30.00    0.4370
    40.00    0.4355
    50.00    0.4330
    60.00    0.4300
    70.00    0.4260
    80.00    0.4195
    90.00    0.4110
   100.00    0.4015
   110.00    0.3930
   120.00    0.3855
   130.00    0.3780
   140.00    0.3710
   150.00    0.3655
   160.00    0.3605
   170.00    0.3560
   180.00    0.3520
   190.00    0.3480
   200.00    0.3450
   210.00    0.3420
   220.00    0.3395
   230.00    0.3370
   240.00    0.3350
   260.00    0.3310
   280.00    0.3280
   300.00    0.3245
   320.00    0.3220
   340.00    0.3195
   360.00    0.3180
   380.00    0.3160
   400.00    0.3150
   425.00    0.3130
