    23.00    0.2930
    23.06    0.3080
    23.06    0.3130
    28.39    0.2830
    27.77    0.2950
    27.77    0.3060
    31.81    0.2600
    31.70    0.2960
    31.70    0.3090
    34.33    0.2380
    38.15    0.2030
    38.15    0.2130
    38.20    0.2220
    37.03    0.2510
    37.31    0.2640
    37.31    0.2700
    38.15    0.2770
    38.15    0.2860
    39.83    0.1970
    40.95    0.1910
    43.20    0.1750
    42.92    0.1790
    43.76    0.2000
    46.23    0.1490
    46.23    0.1610
    46.06    0.1760
    48.81    0.1930
    49.26    0.1330
    49.37    0.1430
    49.37    0.1520
    51.05    0.1310
    53.86    0.0920
    53.86    0.1070
    53.30    0.1210
    55.20    0.1240
    55.32    0.1350
    59.92    0.1010
    61.71    0.0890
    62.16    0.0790
    65.64    0.0630
    70.13    0.0570
    72.93    0.0710
    73.21    0.0540
    77.31    0.0480
    81.35    0.0350
    81.30    0.0440
    81.07    0.0510
    89.76    0.0260
    89.76    0.0350
    89.76    0.0380
    98.18    0.0160
    97.90    0.0190
    98.00    0.0320
    98.00    0.0420
   106.98    0.0030
   106.87    0.0110
   106.59    0.0220
   106.59    0.0250
   115.57    0.0100
   115.57    0.0160
