     1.20    0.3500
     5.00    0.3640
    12.50    0.3580
    14.50    0.3500
    19.00    0.3540
    21.00    0.3570
    45.00    0.3500
    56.00    0.3440
    63.00    0.3440
    84.00    0.3500
    88.00    0.3440
    95.00    0.3380
   145.00    0.3380
   170.00    0.3320
   190.00    0.3320
   200.00    0.3280
   200.00    0.3120
   205.00    0.3060
   220.00    0.3050
   220.00    0.3120
   220.00    0.3240
   230.00    0.2920
   240.00    0.3060
   240.00    0.2730
   245.00    0.3230
   265.00    0.2680
   280.00    0.2630
   285.00    0.2910
   290.00    0.2770
   500.00    0.1650
   500.00    0.1950
   500.00    0.1690
   695.00    0.2020
   710.00    0.2100
   710.00    0.2060
  1000.00    0.1920
  1000.00    0.2080
  1000.00    0.2040
  2000.00    0.1500
  2000.00    0.1650
  2000.00    0.1540
  4000.00    0.1270
  4000.00    0.1310
  4400.00    0.1290
