   204.00    0.4460
   207.00    0.4510
   207.00    0.4310
   222.00    0.4350
   247.00    0.4300
   251.80    0.4360
   277.00    0.4240
   279.70    0.4030
   282.00    0.4130
   282.20    0.4050
   287.20    0.4040
   304.80    0.4080
   317.20    0.4060
   337.00    0.4080
   340.00    0.4000
   385.00    0.4030
   397.00    0.4010
   407.00    0.4140
   410.00    0.3940
   417.00    0.4000
   427.00    0.4130
   432.00    0.3840
   440.00    0.3950
   444.80    0.3770
   445.00    0.3810
   452.00    0.3930
   452.30    0.3740
   457.00    0.3820
   457.00    0.4100
   480.00    0.3820
   515.00    0.3800
   517.00    0.3860
   527.00    0.3910
   545.00    0.3780
   580.00    0.3600
   590.00    0.3540
   610.00    0.3480
   615.00    0.3560
   635.00    0.3520
   637.40    0.3340
   692.40    0.3390
   707.40    0.3360
   715.00    0.3500
  2800.00    0.3000
  4200.00    0.2750
  7000.00    0.2434
 10800.00    0.2170
